@relation convexity

@attribute class {auto, fa, gyumolcs, hal, kutya, macska, madar, peksutemeny, rovar, virag}
@attribute T6_inter_0 numeric
@attribute T6_inter_1 numeric
@attribute T6_inter_2 numeric
@attribute T6_inter_3 numeric
@attribute T6_inter_4 numeric
@attribute T6_inter_5 numeric
@attribute T6_inter_6 numeric
@attribute T6_inter_7 numeric
@attribute T6_inter_8 numeric
@attribute T6_inter_9 numeric
@attribute T6_inter_10 numeric
@attribute T6_inter_11 numeric
@attribute T6_inter_12 numeric
@attribute T6_inter_13 numeric
@attribute T6_inter_14 numeric
@attribute T6_inter_15 numeric
@attribute T6_inter_16 numeric
@attribute T6_inter_17 numeric
@attribute T6_inter_18 numeric
@attribute T6_inter_19 numeric
@attribute T6_inter_20 numeric
@attribute T6_inter_21 numeric
@attribute T6_inter_22 numeric
@attribute T6_inter_23 numeric
@attribute T6_inter_24 numeric
@attribute T6_inter_25 numeric
@attribute T6_inter_26 numeric
@attribute T6_inter_27 numeric
@attribute T6_inter_28 numeric
@attribute T6_inter_29 numeric
@attribute T6_inter_30 numeric
@attribute T6_inter_31 numeric

@data
auto	0.087474	0.121518	0.256251	0.260060	0.269243	0.273106	0.256643	0.199547	0.195634	0.201364	0.165121	0.127607	0.231870	0.096632	0.115633	0.122410	0.123125	0.154205	0.164416	0.154123	0.254758	0.232530	0.211691	0.251171	0.245306	0.243430	0.243730	0.237720	0.231126	0.244848	0.256265	0.255886
auto	0.138729	0.224133	0.251877	0.242098	0.230424	0.230111	0.221611	0.213056	0.203880	0.204957	0.240436	0.187725	0.197081	0.082491	0.054031	0.043389	0.050998	0.079843	0.119244	0.288835	0.294508	0.324001	0.334044	0.201552	0.346257	0.356969	0.233021	0.262920	0.295871	0.292714	0.273139	0.263389
auto	0.285375	0.182904	0.256848	0.266275	0.273029	0.269421	0.247437	0.264310	0.279094	0.302569	0.273262	0.295446	0.071540	0.329834	0.316022	0.244035	0.113698	0.077926	0.317188	0.154314	0.199249	0.341266	0.351670	0.096790	0.444597	0.359888	0.153761	0.166874	0.205856	0.238129	0.232579	0.245104
auto	0.158269	0.126227	0.237752	0.228355	0.226804	0.297652	0.288123	0.276038	0.247888	0.242348	0.242986	0.286533	0.209874	0.296876	0.274884	0.244860	0.260421	0.279168	0.248933	0.208391	0.097248	0.058216	0.075764	0.252564	0.069498	0.192454	0.275412	0.257502	0.238546	0.200398	0.236062	0.268897
auto	0.188348	0.187823	0.294078	0.253220	0.207779	0.143065	0.126704	0.227917	0.263048	0.284488	0.259522	0.219203	0.196099	0.156426	0.129895	0.107089	0.174332	0.237398	0.271542	0.222397	0.120960	0.026012	0.035142	0.213076	0.170365	0.105289	0.233355	0.249637	0.260829	0.272723	0.282628	0.289584
auto	0.267834	0.291992	0.141786	0.243043	0.264985	0.270747	0.250826	0.239543	0.251670	0.243469	0.237138	0.241905	0.256512	0.252773	0.280070	0.200473	0.167423	0.212481	0.150019	0.190888	0.191080	0.110807	0.083983	0.253710	0.099066	0.120812	0.288201	0.280431	0.275750	0.272482	0.246155	0.255911
auto	0.302295	0.141264	0.257418	0.280533	0.299586	0.269333	0.309254	0.336660	0.371242	0.354922	0.367694	0.316524	0.176070	0.322930	0.344204	0.303973	0.221761	0.265173	0.223151	0.191863	0.145965	0.291413	0.325732	0.096603	0.312661	0.399217	0.271564	0.231090	0.207321	0.224966	0.280061	0.276950
auto	0.189660	0.258813	0.246191	0.187883	0.263456	0.190541	0.118801	0.136464	0.159292	0.286925	0.307855	0.289889	0.307952	0.239125	0.168608	0.211063	0.229779	0.209371	0.170272	0.153522	0.086001	0.112806	0.119595	0.196058	0.123074	0.238808	0.132659	0.177759	0.195111	0.227656	0.310605	0.332448
auto	0.214264	0.184488	0.194236	0.225919	0.191749	0.141289	0.176092	0.237996	0.241365	0.204105	0.157747	0.199751	0.261339	0.174980	0.142427	0.130984	0.134593	0.194956	0.123508	0.083093	0.098997	0.131422	0.163979	0.257799	0.197325	0.155415	0.267908	0.211236	0.201930	0.262878	0.221291	0.192134
auto	0.289017	0.179031	0.213858	0.207084	0.211794	0.195371	0.209529	0.200518	0.186119	0.176306	0.150269	0.184398	0.219176	0.169182	0.191319	0.190402	0.142322	0.117955	0.154392	0.145836	0.091363	0.052881	0.153406	0.333724	0.154899	0.130250	0.291604	0.248239	0.212437	0.213068	0.227300	0.244677
